human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded
0.7015951997658423,0.4523635299282892,0.7232547929167277,0.8871652275720767,0.8865798331625933,0.9546319332650374,0.8299429240450754,0.9935606614956827,0.9187765256841797
0.7015951997658423,0.4523635299282892,0.7116932533294307,0.8802868432606469,0.8791160544416801,0.9571198595053417,0.8347724279233133,0.990487340845895,0.9211181033221133
0.7015951997658423,0.4523635299282892,0.7222303527001317,0.8729694131421045,0.8709205327089127,0.9478998975559784,0.8338943363090883,0.9928289184838285,0.9016537392067906
0.7015951997658423,0.4523635299282892,0.7093516756914972,0.8867261817649641,0.8848236499341431,0.9543392360602956,0.8356505195375384,0.9910727352553783,0.9313625054880725
0.7015951997658423,0.4523635299282892,0.7201814722669398,0.873408458949217,0.8725303673349919,0.9515586126152495,0.8357968681399093,0.9906336894482658,0.8924337772574272
0.7015951997658423,0.4523635299282892,0.7182789404361188,0.8899458510171228,0.888775062198156,0.9505341723986536,0.8287721352261086,0.9931216156885702,0.9344358261378604
0.7015951997658423,0.4523635299282892,0.7245719303380652,0.8928728230645397,0.8947753548953608,0.9555100248792624,0.8319918044782673,0.9934143128933118,0.920386360310259
0.7015951997658423,0.4523635299282892,0.7179862432313772,0.8953607493048441,0.8930191716669106,0.9536074930484414,0.8396019318015513,0.9941460559051661,0.9260939558027221
0.7015951997658423,0.4523635299282892,0.7137421337626225,0.8851163471388849,0.8862871359578516,0.951119566808137,0.8273086492024001,0.9891702034245573,0.9025318308210156
0.7015951997658423,0.4523635299282892,0.7279379481925947,0.8931655202692814,0.8906775940289771,0.9541928874579247,0.8416508122347431,0.9959022391336163,0.9260939558027221
