human,model,single_best_policy,mode_policy,weighted_mode_policy,select_all_policy,random,lb_best_policy,pseudo_lb_best_policy_overloaded
0.7003493013972056,0.36776447105788423,0.7160678642714571,0.9106786427145709,0.9069361277445109,0.966816367265469,0.8243512974051896,0.9945109780439122,0.9476047904191617
0.7003493013972056,0.36776447105788423,0.7250499001996008,0.9051896207584831,0.8997005988023952,0.9655688622754491,0.842814371257485,0.9945109780439122,0.9453592814371258
0.7003493013972056,0.36776447105788423,0.7243013972055888,0.905688622754491,0.9004491017964071,0.9653193612774451,0.8275948103792415,0.9945109780439122,0.9426147704590818
0.7003493013972056,0.36776447105788423,0.7240518962075848,0.905439121756487,0.8984530938123753,0.9673153692614771,0.845558882235529,0.9952594810379242,0.9493512974051896
0.7003493013972056,0.36776447105788423,0.7133233532934131,0.9096806387225549,0.9049401197604791,0.9673153692614771,0.8303393213572854,0.9940119760479041,0.9458582834331337
0.7003493013972056,0.36776447105788423,0.7140718562874252,0.8959580838323353,0.8927145708582834,0.9663173652694611,0.8363273453093812,0.9932634730538922,0.9483532934131736
0.7003493013972056,0.36776447105788423,0.7130738522954092,0.9089321357285429,0.9026946107784432,0.966816367265469,0.8368263473053892,0.9945109780439122,0.9436127744510978
0.7003493013972056,0.36776447105788423,0.7163173652694611,0.9144211576846307,0.909181636726547,0.9653193612774451,0.842564870259481,0.9945109780439122,0.937125748502994
0.7003493013972056,0.36776447105788423,0.7108283433133733,0.905439121756487,0.9034431137724551,0.9650698602794411,0.8378243512974052,0.9945109780439122,0.9461077844311377
0.7003493013972056,0.36776447105788423,0.7248003992015968,0.9049401197604791,0.9011976047904192,0.9638223552894212,0.8400698602794411,0.9945109780439122,0.939870259481038
